"","species","taxon1","taxon2","taxon3","taxon4","taxon5","taxon6","taxon7"
"7314","0","0",NA,NA,NA,NA,NA,NA
"7315","0","0",NA,NA,NA,NA,NA,NA
"7316","0","0",NA,NA,NA,NA,NA,NA
"7317","0","0",NA,NA,NA,NA,NA,NA
"7318","0","0",NA,NA,NA,NA,NA,NA
"7319","0","0",NA,NA,NA,NA,NA,NA
"7320","0","0",NA,NA,NA,NA,NA,NA
"7321","0","0",NA,NA,NA,NA,NA,NA
"7322","0","0",NA,NA,NA,NA,NA,NA
"7323","0","0",NA,NA,NA,NA,NA,NA
"7324","0","0",NA,NA,NA,NA,NA,NA
"7325","0","0",NA,NA,NA,NA,NA,NA
"7326","0","0",NA,NA,NA,NA,NA,NA
"7327","0","0",NA,NA,NA,NA,NA,NA
"7328","0","0",NA,NA,NA,NA,NA,NA
"7329","0","0",NA,NA,NA,NA,NA,NA
"7330","0","0",NA,NA,NA,NA,NA,NA
"7331","0","0",NA,NA,NA,NA,NA,NA
"7332","0","0",NA,NA,NA,NA,NA,NA
"7333","0","0",NA,NA,NA,NA,NA,NA
"7334","0","0",NA,NA,NA,NA,NA,NA
"7335","0","0",NA,NA,NA,NA,NA,NA
"7336","0","0",NA,NA,NA,NA,NA,NA
"7337","0","0",NA,NA,NA,NA,NA,NA
"7338","0","0",NA,NA,NA,NA,NA,NA
"7339","0","0",NA,NA,NA,NA,NA,NA
"7340","0","0",NA,NA,NA,NA,NA,NA
"7341","0","0",NA,NA,NA,NA,NA,NA
"7342","0","0",NA,NA,NA,NA,NA,NA
"7343","0","0",NA,NA,NA,NA,NA,NA
"7344","0","0",NA,NA,NA,NA,NA,NA
"7345","0","0",NA,NA,NA,NA,NA,NA
"7346","0","0",NA,NA,NA,NA,NA,NA
"7347","0","0",NA,NA,NA,NA,NA,NA
"7348","0","0",NA,NA,NA,NA,NA,NA
"7349","0","0",NA,NA,NA,NA,NA,NA
"7350","0","0",NA,NA,NA,NA,NA,NA
"7351","0","0",NA,NA,NA,NA,NA,NA
"7352","0","0",NA,NA,NA,NA,NA,NA
"7353","0","0",NA,NA,NA,NA,NA,NA
"7354","0","0",NA,NA,NA,NA,NA,NA
"7355","0","0",NA,NA,NA,NA,NA,NA
"7356","0","0",NA,NA,NA,NA,NA,NA
"7357","0","0",NA,NA,NA,NA,NA,NA
"7358","0","0",NA,NA,NA,NA,NA,NA
"7359","0","0",NA,NA,NA,NA,NA,NA
"7360","0","0",NA,NA,NA,NA,NA,NA
"7361","0","0",NA,NA,NA,NA,NA,NA
"7362","0","0",NA,NA,NA,NA,NA,NA
"7363","0","0",NA,NA,NA,NA,NA,NA
"7364","0","0",NA,NA,NA,NA,NA,NA
"7365","0","0",NA,NA,NA,NA,NA,NA
"7366","0","0",NA,NA,NA,NA,NA,NA
"7367","0","0",NA,NA,NA,NA,NA,NA
"7368","0","0",NA,NA,NA,NA,NA,NA
"7369","0","0",NA,NA,NA,NA,NA,NA
"7370","0","0",NA,NA,NA,NA,NA,NA
"7371","0","0",NA,NA,NA,NA,NA,NA
"7372","0","0",NA,NA,NA,NA,NA,NA
"7373","0","0",NA,NA,NA,NA,NA,NA
"7374","0","0",NA,NA,NA,NA,NA,NA
"7375","0","0",NA,NA,NA,NA,NA,NA
"7376","0","0",NA,NA,NA,NA,NA,NA
"7377","0","0",NA,NA,NA,NA,NA,NA
"7378","0","0",NA,NA,NA,NA,NA,NA
"7379","0","0",NA,NA,NA,NA,NA,NA
"7380","0","0",NA,NA,NA,NA,NA,NA
"7381","0","0",NA,NA,NA,NA,NA,NA
"7382","0","0",NA,NA,NA,NA,NA,NA
"7383","0","0",NA,NA,NA,NA,NA,NA
"7384","0","0",NA,NA,NA,NA,NA,NA
"7385","0","0",NA,NA,NA,NA,NA,NA
"7386","0","0",NA,NA,NA,NA,NA,NA
"7387","0","0",NA,NA,NA,NA,NA,NA
"7388","0","0",NA,NA,NA,NA,NA,NA
"7389","0","0",NA,NA,NA,NA,NA,NA
"7390","0","0",NA,NA,NA,NA,NA,NA
"7391","0","0",NA,NA,NA,NA,NA,NA
"7392","0","0",NA,NA,NA,NA,NA,NA
"7393","0","0",NA,NA,NA,NA,NA,NA
"7394","0","0",NA,NA,NA,NA,NA,NA
"7395","0","0",NA,NA,NA,NA,NA,NA
"7396","0","0",NA,NA,NA,NA,NA,NA
"7397","0","0",NA,NA,NA,NA,NA,NA
"7398","0","0",NA,NA,NA,NA,NA,NA
"7399","0","0",NA,NA,NA,NA,NA,NA
"7400","0","0",NA,NA,NA,NA,NA,NA
"7401","0","0",NA,NA,NA,NA,NA,NA
"7402","0","0",NA,NA,NA,NA,NA,NA
"7403","0","0",NA,NA,NA,NA,NA,NA
"7404","0","0",NA,NA,NA,NA,NA,NA
"7405","0","0",NA,NA,NA,NA,NA,NA
"7406","0","0",NA,NA,NA,NA,NA,NA
"7407","0","0",NA,NA,NA,NA,NA,NA
"7408","0","0",NA,NA,NA,NA,NA,NA
"7409","0","0",NA,NA,NA,NA,NA,NA
"7410","0","0",NA,NA,NA,NA,NA,NA
"7411","0","0",NA,NA,NA,NA,NA,NA
"7412","0","0",NA,NA,NA,NA,NA,NA
"7413","0","0",NA,NA,NA,NA,NA,NA
"7414","0","0",NA,NA,NA,NA,NA,NA
"7415","0","0",NA,NA,NA,NA,NA,NA
"7416","0","0",NA,NA,NA,NA,NA,NA
"7417","0","0",NA,NA,NA,NA,NA,NA
"7418","0","0",NA,NA,NA,NA,NA,NA
"7419","0","0",NA,NA,NA,NA,NA,NA
"7420","0","0",NA,NA,NA,NA,NA,NA
"7421","0","0",NA,NA,NA,NA,NA,NA
"7422","0","0",NA,NA,NA,NA,NA,NA
"7423","0","0",NA,NA,NA,NA,NA,NA
"7424","0","0",NA,NA,NA,NA,NA,NA
"7425","0","0",NA,NA,NA,NA,NA,NA
"7426","0","0",NA,NA,NA,NA,NA,NA
"7427","0","0",NA,NA,NA,NA,NA,NA
"7428","0","0",NA,NA,NA,NA,NA,NA
"7429","0","0",NA,NA,NA,NA,NA,NA
"7430","0","0",NA,NA,NA,NA,NA,NA
"7431","0","0",NA,NA,NA,NA,NA,NA
"7432","0","0",NA,NA,NA,NA,NA,NA
"7433","0","0",NA,NA,NA,NA,NA,NA
"7434","0","0",NA,NA,NA,NA,NA,NA
"7435","0","0",NA,NA,NA,NA,NA,NA
"7436","0","0",NA,NA,NA,NA,NA,NA
"7437","0","0",NA,NA,NA,NA,NA,NA
"7438","0","0",NA,NA,NA,NA,NA,NA
"7439","0","0",NA,NA,NA,NA,NA,NA
"7440","0","0",NA,NA,NA,NA,NA,NA
"7441","0","0",NA,NA,NA,NA,NA,NA
"7442","0","0",NA,NA,NA,NA,NA,NA
"7443","0","0",NA,NA,NA,NA,NA,NA
"7444","0","0",NA,NA,NA,NA,NA,NA
"7445","0","0",NA,NA,NA,NA,NA,NA
"7446","0","0",NA,NA,NA,NA,NA,NA
"7447","0","0",NA,NA,NA,NA,NA,NA
"7448","0","0",NA,NA,NA,NA,NA,NA
"7449","0","0",NA,NA,NA,NA,NA,NA
"7450","0","0",NA,NA,NA,NA,NA,NA
"7451","0","0",NA,NA,NA,NA,NA,NA
"7452","0","0",NA,NA,NA,NA,NA,NA
"7453","0","0",NA,NA,NA,NA,NA,NA
"7454","0","0",NA,NA,NA,NA,NA,NA
"7455","0","0",NA,NA,NA,NA,NA,NA
"7456","0","0",NA,NA,NA,NA,NA,NA
"7457","0","0",NA,NA,NA,NA,NA,NA
"7458","0","0",NA,NA,NA,NA,NA,NA
"7459","0","0",NA,NA,NA,NA,NA,NA
"7460","0","0",NA,NA,NA,NA,NA,NA
"7461","0","0",NA,NA,NA,NA,NA,NA
"7462","0","0",NA,NA,NA,NA,NA,NA
"7463","0","0",NA,NA,NA,NA,NA,NA
"7464","0","0",NA,NA,NA,NA,NA,NA
"7465","0","0",NA,NA,NA,NA,NA,NA
"7466","0","0",NA,NA,NA,NA,NA,NA
"7467","0","0",NA,NA,NA,NA,NA,NA
"7468","0","0",NA,NA,NA,NA,NA,NA
"7469","0","0",NA,NA,NA,NA,NA,NA
"7470","0","0",NA,NA,NA,NA,NA,NA
"7471","0","0",NA,NA,NA,NA,NA,NA
"7472","0","0",NA,NA,NA,NA,NA,NA
"7473","0","0",NA,NA,NA,NA,NA,NA
"7474","0","0",NA,NA,NA,NA,NA,NA
"7475","0","0",NA,NA,NA,NA,NA,NA
"7476","0","0",NA,NA,NA,NA,NA,NA
"7477","0","0",NA,NA,NA,NA,NA,NA
"7478","0","0",NA,NA,NA,NA,NA,NA
"7479","0","0",NA,NA,NA,NA,NA,NA
"7480","0","0",NA,NA,NA,NA,NA,NA
"7481","0","0",NA,NA,NA,NA,NA,NA
"7482","0","0",NA,NA,NA,NA,NA,NA
"7483","0","0",NA,NA,NA,NA,NA,NA
"7484","0","0",NA,NA,NA,NA,NA,NA
"7485","0","0",NA,NA,NA,NA,NA,NA
"7486","0","0",NA,NA,NA,NA,NA,NA
"7487","0","0",NA,NA,NA,NA,NA,NA
"7488","0","0",NA,NA,NA,NA,NA,NA
"7489","0","0",NA,NA,NA,NA,NA,NA
"7490","0","0",NA,NA,NA,NA,NA,NA
"7491","0","0",NA,NA,NA,NA,NA,NA
"7492","0","0",NA,NA,NA,NA,NA,NA
"7493","0","0",NA,NA,NA,NA,NA,NA
"7494","0","0",NA,NA,NA,NA,NA,NA
"7495","0","0",NA,NA,NA,NA,NA,NA
"7496","0","0",NA,NA,NA,NA,NA,NA
"7497","0","0",NA,NA,NA,NA,NA,NA
"7498","0","0",NA,NA,NA,NA,NA,NA
"7499","0","0",NA,NA,NA,NA,NA,NA
"7500","0","0",NA,NA,NA,NA,NA,NA
"7501","0","0",NA,NA,NA,NA,NA,NA
"7502","0","0",NA,NA,NA,NA,NA,NA
"7503","0","0",NA,NA,NA,NA,NA,NA
"7504","0","0",NA,NA,NA,NA,NA,NA
"7505","0","0",NA,NA,NA,NA,NA,NA
"7506","0","0",NA,NA,NA,NA,NA,NA
"7507","0","0",NA,NA,NA,NA,NA,NA
"7508","0","0",NA,NA,NA,NA,NA,NA
"7509","0","0",NA,NA,NA,NA,NA,NA
"7510","0","0",NA,NA,NA,NA,NA,NA
"7511","0","0",NA,NA,NA,NA,NA,NA
"7512","0","0",NA,NA,NA,NA,NA,NA
"7513","0","0",NA,NA,NA,NA,NA,NA
"7514","0","0",NA,NA,NA,NA,NA,NA
"7515","0","0",NA,NA,NA,NA,NA,NA
"7516","0","0",NA,NA,NA,NA,NA,NA
"7517","0","0",NA,NA,NA,NA,NA,NA
"7518","0","0",NA,NA,NA,NA,NA,NA
"7519","0","0",NA,NA,NA,NA,NA,NA
"7520","0","0",NA,NA,NA,NA,NA,NA
"7521","0","0",NA,NA,NA,NA,NA,NA
"7522","0","0",NA,NA,NA,NA,NA,NA
"7523","0","0",NA,NA,NA,NA,NA,NA
"7524","0","0",NA,NA,NA,NA,NA,NA
"7525","0","0",NA,NA,NA,NA,NA,NA
"7526","0","0",NA,NA,NA,NA,NA,NA
"7527","0","0",NA,NA,NA,NA,NA,NA
"7528","0","0",NA,NA,NA,NA,NA,NA
"7529","0","0",NA,NA,NA,NA,NA,NA
"7530","0","0",NA,NA,NA,NA,NA,NA
"7531","0","0",NA,NA,NA,NA,NA,NA
"7532","0","0",NA,NA,NA,NA,NA,NA
"7533","0","0",NA,NA,NA,NA,NA,NA
"7534","0","0",NA,NA,NA,NA,NA,NA
"7535","0","0",NA,NA,NA,NA,NA,NA
"7536","0","0",NA,NA,NA,NA,NA,NA
"7537","0","0",NA,NA,NA,NA,NA,NA
"7538","0","0",NA,NA,NA,NA,NA,NA
"7539","0","0",NA,NA,NA,NA,NA,NA
"7540","0","0",NA,NA,NA,NA,NA,NA
"7541","0","0",NA,NA,NA,NA,NA,NA
"7542","0","0",NA,NA,NA,NA,NA,NA
"7543","0","0",NA,NA,NA,NA,NA,NA
"7544","0","0",NA,NA,NA,NA,NA,NA
"7545","0","0",NA,NA,NA,NA,NA,NA
"7546","0","0",NA,NA,NA,NA,NA,NA
"7547","0","0",NA,NA,NA,NA,NA,NA
"7548","0","0",NA,NA,NA,NA,NA,NA
"7549","0","0",NA,NA,NA,NA,NA,NA
"7550","0","0",NA,NA,NA,NA,NA,NA
"7551","0","0",NA,NA,NA,NA,NA,NA
"7552","0","0",NA,NA,NA,NA,NA,NA
"7553","0","0",NA,NA,NA,NA,NA,NA
"7554","0","0",NA,NA,NA,NA,NA,NA
"7555","0","0",NA,NA,NA,NA,NA,NA
"7556","0","0",NA,NA,NA,NA,NA,NA
"7557","0","0",NA,NA,NA,NA,NA,NA
"7558","0","0",NA,NA,NA,NA,NA,NA
"7559","0","0",NA,NA,NA,NA,NA,NA
"7560","0","0",NA,NA,NA,NA,NA,NA
"7561","0","0",NA,NA,NA,NA,NA,NA
"7562","0","0",NA,NA,NA,NA,NA,NA
"7563","0","0",NA,NA,NA,NA,NA,NA
"7564","0","0",NA,NA,NA,NA,NA,NA
"7565","0","0",NA,NA,NA,NA,NA,NA
"7566","0","0",NA,NA,NA,NA,NA,NA
"7567","0","0",NA,NA,NA,NA,NA,NA
"7568","0","0",NA,NA,NA,NA,NA,NA
"7569","0","0",NA,NA,NA,NA,NA,NA
"7570","0","0",NA,NA,NA,NA,NA,NA
"7571","0","0",NA,NA,NA,NA,NA,NA
"7572","0","0",NA,NA,NA,NA,NA,NA
"7573","0","0",NA,NA,NA,NA,NA,NA
"7574","0","0",NA,NA,NA,NA,NA,NA
"7575","0","0",NA,NA,NA,NA,NA,NA
"7576","0","0",NA,NA,NA,NA,NA,NA
"7577","0","0",NA,NA,NA,NA,NA,NA
"7578","0","0",NA,NA,NA,NA,NA,NA
"7579","0","0",NA,NA,NA,NA,NA,NA
"7580","0","0",NA,NA,NA,NA,NA,NA
"7581","0","0",NA,NA,NA,NA,NA,NA
"7582","0","0",NA,NA,NA,NA,NA,NA
"7583","0","0",NA,NA,NA,NA,NA,NA
"7584","0","0",NA,NA,NA,NA,NA,NA
"7585","0","0",NA,NA,NA,NA,NA,NA
"7586","0","0",NA,NA,NA,NA,NA,NA
"7587","0","0",NA,NA,NA,NA,NA,NA
"7588","0","0",NA,NA,NA,NA,NA,NA
"7589","0","0",NA,NA,NA,NA,NA,NA
"7590","0","0",NA,NA,NA,NA,NA,NA
"7591","0","0",NA,NA,NA,NA,NA,NA
"7592","0","0",NA,NA,NA,NA,NA,NA
"7593","0","0",NA,NA,NA,NA,NA,NA
"7594","0","0",NA,NA,NA,NA,NA,NA
"7595","0","0",NA,NA,NA,NA,NA,NA
"7596","0","0",NA,NA,NA,NA,NA,NA
"7597","0","0",NA,NA,NA,NA,NA,NA
"7598","0","0",NA,NA,NA,NA,NA,NA
"7599","0","0",NA,NA,NA,NA,NA,NA
"7600","0","0",NA,NA,NA,NA,NA,NA
"7601","0","0",NA,NA,NA,NA,NA,NA
"7602","0","0",NA,NA,NA,NA,NA,NA
"7603","0","0",NA,NA,NA,NA,NA,NA
"7604","0","0",NA,NA,NA,NA,NA,NA
"7605","0","0",NA,NA,NA,NA,NA,NA
"7606","0","0",NA,NA,NA,NA,NA,NA
"7607","0","0",NA,NA,NA,NA,NA,NA
"7608","0","0",NA,NA,NA,NA,NA,NA
"7609","0","0",NA,NA,NA,NA,NA,NA
"7610","0","0",NA,NA,NA,NA,NA,NA
"7611","0","0",NA,NA,NA,NA,NA,NA
"7612","0","0",NA,NA,NA,NA,NA,NA
"7613","0","0",NA,NA,NA,NA,NA,NA
"7614","0","0",NA,NA,NA,NA,NA,NA
"7615","0","0",NA,NA,NA,NA,NA,NA
"7616","0","0",NA,NA,NA,NA,NA,NA
"7617","0","0",NA,NA,NA,NA,NA,NA
"7618","0","0",NA,NA,NA,NA,NA,NA
"7619","0","0",NA,NA,NA,NA,NA,NA
"7620","0","0",NA,NA,NA,NA,NA,NA
"7621","0","0",NA,NA,NA,NA,NA,NA
"7622","0","0",NA,NA,NA,NA,NA,NA
"7623","0","0",NA,NA,NA,NA,NA,NA
"7624","0","0",NA,NA,NA,NA,NA,NA
"7625","0","0",NA,NA,NA,NA,NA,NA
"7626","0","0",NA,NA,NA,NA,NA,NA
"7627","0","0",NA,NA,NA,NA,NA,NA
"7628","0","0",NA,NA,NA,NA,NA,NA
"7629","0","0",NA,NA,NA,NA,NA,NA
"7630","0","0",NA,NA,NA,NA,NA,NA
"7631","0","0",NA,NA,NA,NA,NA,NA
"7632","0","0",NA,NA,NA,NA,NA,NA
"7633","0","0",NA,NA,NA,NA,NA,NA
"7634","0","0",NA,NA,NA,NA,NA,NA
"7635","0","0",NA,NA,NA,NA,NA,NA
"7636","0","0",NA,NA,NA,NA,NA,NA
"7637","0","0",NA,NA,NA,NA,NA,NA
"7638","0","0",NA,NA,NA,NA,NA,NA
"7639","0","0",NA,NA,NA,NA,NA,NA
"7640","0","0",NA,NA,NA,NA,NA,NA
"7641","0","0",NA,NA,NA,NA,NA,NA
"7642","0","0",NA,NA,NA,NA,NA,NA
"7643","0","0",NA,NA,NA,NA,NA,NA
"7644","0","0",NA,NA,NA,NA,NA,NA
"7645","0","0",NA,NA,NA,NA,NA,NA
"7646","0","0",NA,NA,NA,NA,NA,NA
"7647","0","0",NA,NA,NA,NA,NA,NA
"7648","0","0",NA,NA,NA,NA,NA,NA
"7649","0","0",NA,NA,NA,NA,NA,NA
"7650","0","0",NA,NA,NA,NA,NA,NA
"7651","0","0",NA,NA,NA,NA,NA,NA
"7652","0","0",NA,NA,NA,NA,NA,NA
"7653","0","0",NA,NA,NA,NA,NA,NA
"7654","0","0",NA,NA,NA,NA,NA,NA
"7655","0","0",NA,NA,NA,NA,NA,NA
"7656","0","0",NA,NA,NA,NA,NA,NA
"7657","0","0",NA,NA,NA,NA,NA,NA
"7658","0","0",NA,NA,NA,NA,NA,NA
"7659","0","0",NA,NA,NA,NA,NA,NA
"7660","0","0",NA,NA,NA,NA,NA,NA
"7661","0","0",NA,NA,NA,NA,NA,NA
"7662","0","0",NA,NA,NA,NA,NA,NA
"7663","0","0",NA,NA,NA,NA,NA,NA
"7664","0","0",NA,NA,NA,NA,NA,NA
"7665","0","0",NA,NA,NA,NA,NA,NA
"7666","0","0",NA,NA,NA,NA,NA,NA
"7667","0","0",NA,NA,NA,NA,NA,NA
"7668","0","0",NA,NA,NA,NA,NA,NA
"7669","0","0",NA,NA,NA,NA,NA,NA
"7670","0","0",NA,NA,NA,NA,NA,NA
"7671","0","0",NA,NA,NA,NA,NA,NA
"7672","0","0",NA,NA,NA,NA,NA,NA
"7673","0","0",NA,NA,NA,NA,NA,NA
"7674","0","0",NA,NA,NA,NA,NA,NA
"7675","0","0",NA,NA,NA,NA,NA,NA
"7676","0","0",NA,NA,NA,NA,NA,NA
"7677","0","0",NA,NA,NA,NA,NA,NA
"7678","0","0",NA,NA,NA,NA,NA,NA
"7679","0","0",NA,NA,NA,NA,NA,NA
"7680","0","0",NA,NA,NA,NA,NA,NA
"7681","0","0",NA,NA,NA,NA,NA,NA
"7682","0","0",NA,NA,NA,NA,NA,NA
"7683","0","0",NA,NA,NA,NA,NA,NA
"7684","0","0",NA,NA,NA,NA,NA,NA
"7685","0","0",NA,NA,NA,NA,NA,NA
"7686","0","0",NA,NA,NA,NA,NA,NA
"7687","0","0",NA,NA,NA,NA,NA,NA
"7688","0","0",NA,NA,NA,NA,NA,NA
"7689","0","0",NA,NA,NA,NA,NA,NA
"7690","0","0",NA,NA,NA,NA,NA,NA
"7691","0","0",NA,NA,NA,NA,NA,NA
"7692","0","0",NA,NA,NA,NA,NA,NA
"7693","0","0",NA,NA,NA,NA,NA,NA
"7694","0","0",NA,NA,NA,NA,NA,NA
"7695","0","0",NA,NA,NA,NA,NA,NA
"7696","0","0",NA,NA,NA,NA,NA,NA
"7697","0","0",NA,NA,NA,NA,NA,NA
"7698","0","0",NA,NA,NA,NA,NA,NA
"7699","0","0",NA,NA,NA,NA,NA,NA
"7700","0","0",NA,NA,NA,NA,NA,NA
"7701","0","0",NA,NA,NA,NA,NA,NA
"7702","0","0",NA,NA,NA,NA,NA,NA
"7703","0","0",NA,NA,NA,NA,NA,NA
"7704","0","0",NA,NA,NA,NA,NA,NA
"7705","0","0",NA,NA,NA,NA,NA,NA
"7706","0","0",NA,NA,NA,NA,NA,NA
"7707","0","0",NA,NA,NA,NA,NA,NA
"7708","0","0",NA,NA,NA,NA,NA,NA
"7709","0","0",NA,NA,NA,NA,NA,NA
"7710","0","0",NA,NA,NA,NA,NA,NA
"7711","0","0",NA,NA,NA,NA,NA,NA
"7712","0","0",NA,NA,NA,NA,NA,NA
"7713","0","0",NA,NA,NA,NA,NA,NA
"7714","0","0",NA,NA,NA,NA,NA,NA
"7715","0","0",NA,NA,NA,NA,NA,NA
"7716","0","0",NA,NA,NA,NA,NA,NA
"7717","0","0",NA,NA,NA,NA,NA,NA
"7718","0","0",NA,NA,NA,NA,NA,NA
"7719","0","0",NA,NA,NA,NA,NA,NA
"7720","0","0",NA,NA,NA,NA,NA,NA
"7721","0","0",NA,NA,NA,NA,NA,NA
"7722","0","0",NA,NA,NA,NA,NA,NA
"7723","0","0",NA,NA,NA,NA,NA,NA
"7724","0","0",NA,NA,NA,NA,NA,NA
"7725","0","0",NA,NA,NA,NA,NA,NA
"7726","0","0",NA,NA,NA,NA,NA,NA
"7727","0","0",NA,NA,NA,NA,NA,NA
"7728","0","0",NA,NA,NA,NA,NA,NA
"7729","0","0",NA,NA,NA,NA,NA,NA
"7730","0","0",NA,NA,NA,NA,NA,NA
"7731","0","0",NA,NA,NA,NA,NA,NA
"7732","0","0",NA,NA,NA,NA,NA,NA
"7733","0","0",NA,NA,NA,NA,NA,NA
"7734","0","0",NA,NA,NA,NA,NA,NA
"7735","0","0",NA,NA,NA,NA,NA,NA
"7736","0","0",NA,NA,NA,NA,NA,NA
"7737","0","0",NA,NA,NA,NA,NA,NA
"7738","0","0",NA,NA,NA,NA,NA,NA
"7739","0","0",NA,NA,NA,NA,NA,NA
"7740","0","0",NA,NA,NA,NA,NA,NA
"7741","0","0",NA,NA,NA,NA,NA,NA
"7742","0","0",NA,NA,NA,NA,NA,NA
"7743","0","0",NA,NA,NA,NA,NA,NA
"7744","0","0",NA,NA,NA,NA,NA,NA
"7745","0","0",NA,NA,NA,NA,NA,NA
"7746","0","0",NA,NA,NA,NA,NA,NA
"7747","0","0",NA,NA,NA,NA,NA,NA
"7748","0","0",NA,NA,NA,NA,NA,NA
"7749","0","0",NA,NA,NA,NA,NA,NA
"7750","0","0",NA,NA,NA,NA,NA,NA
"7751","0","0",NA,NA,NA,NA,NA,NA
"7752","0","0",NA,NA,NA,NA,NA,NA
"7753","0","0",NA,NA,NA,NA,NA,NA
"7754","0","0",NA,NA,NA,NA,NA,NA
"7755","0","0",NA,NA,NA,NA,NA,NA
"7756","0","0",NA,NA,NA,NA,NA,NA
"7757","0","0",NA,NA,NA,NA,NA,NA
"7758","0","0",NA,NA,NA,NA,NA,NA
"7759","0","0",NA,NA,NA,NA,NA,NA
"7760","0","0",NA,NA,NA,NA,NA,NA
"7761","0","0",NA,NA,NA,NA,NA,NA
"7762","0","0",NA,NA,NA,NA,NA,NA
"7763","0","0",NA,NA,NA,NA,NA,NA
"7764","0","0",NA,NA,NA,NA,NA,NA
"7765","0","0",NA,NA,NA,NA,NA,NA
"7766","0","0",NA,NA,NA,NA,NA,NA
"7767","0","0",NA,NA,NA,NA,NA,NA
"7768","0","0",NA,NA,NA,NA,NA,NA
"7769","0","0",NA,NA,NA,NA,NA,NA
"7770","0","0",NA,NA,NA,NA,NA,NA
"7771","0","0",NA,NA,NA,NA,NA,NA
"7772","0","0",NA,NA,NA,NA,NA,NA
"7773","0","0",NA,NA,NA,NA,NA,NA
"7774","0","0",NA,NA,NA,NA,NA,NA
"7775","0","0",NA,NA,NA,NA,NA,NA
"7776","0","0",NA,NA,NA,NA,NA,NA
"7777","0","0",NA,NA,NA,NA,NA,NA
"7778","0","0",NA,NA,NA,NA,NA,NA
"7779","0","0",NA,NA,NA,NA,NA,NA
"7780","0","0",NA,NA,NA,NA,NA,NA
"7781","0","0",NA,NA,NA,NA,NA,NA
"7782","0","0",NA,NA,NA,NA,NA,NA
"7783","0","0",NA,NA,NA,NA,NA,NA
"7784","0","0",NA,NA,NA,NA,NA,NA
"7785","0","0",NA,NA,NA,NA,NA,NA
"7786","0","0",NA,NA,NA,NA,NA,NA
"7787","0","0",NA,NA,NA,NA,NA,NA
"7788","0","0",NA,NA,NA,NA,NA,NA
"7789","0","0",NA,NA,NA,NA,NA,NA
"7790","0","0",NA,NA,NA,NA,NA,NA
"7791","0","0",NA,NA,NA,NA,NA,NA
"7792","0","0",NA,NA,NA,NA,NA,NA
"7793","0","0",NA,NA,NA,NA,NA,NA
"7794","0","0",NA,NA,NA,NA,NA,NA
"7795","0","0",NA,NA,NA,NA,NA,NA
"7796","0","0",NA,NA,NA,NA,NA,NA
"7797","0","0",NA,NA,NA,NA,NA,NA
"7798","0","0",NA,NA,NA,NA,NA,NA
"7799","0","0",NA,NA,NA,NA,NA,NA
"7800","0","0",NA,NA,NA,NA,NA,NA
"7801","0","0",NA,NA,NA,NA,NA,NA
"7802","0","0",NA,NA,NA,NA,NA,NA
"7803","0","0",NA,NA,NA,NA,NA,NA
"7804","0","0",NA,NA,NA,NA,NA,NA
"7805","0","0",NA,NA,NA,NA,NA,NA
"7806","0","0",NA,NA,NA,NA,NA,NA
"7807","0","0",NA,NA,NA,NA,NA,NA
"7808","0","0",NA,NA,NA,NA,NA,NA
"7809","0","0",NA,NA,NA,NA,NA,NA
"7810","0","0",NA,NA,NA,NA,NA,NA
"7811","0","0",NA,NA,NA,NA,NA,NA
"7812","0","0",NA,NA,NA,NA,NA,NA
"7813","0","0",NA,NA,NA,NA,NA,NA
"7814","0","0",NA,NA,NA,NA,NA,NA
"7815","0","0",NA,NA,NA,NA,NA,NA
"7816","0","0",NA,NA,NA,NA,NA,NA
"7817","0","0",NA,NA,NA,NA,NA,NA
"7818","0","0",NA,NA,NA,NA,NA,NA
"7819","0","0",NA,NA,NA,NA,NA,NA
"7820","0","0",NA,NA,NA,NA,NA,NA
"7821","0","0",NA,NA,NA,NA,NA,NA
"7822","0","0",NA,NA,NA,NA,NA,NA
"7823","0","0",NA,NA,NA,NA,NA,NA
"7824","0","0",NA,NA,NA,NA,NA,NA
"7825","0","0",NA,NA,NA,NA,NA,NA
"7826","0","0",NA,NA,NA,NA,NA,NA
"7827","0","0",NA,NA,NA,NA,NA,NA
"7828","0","0",NA,NA,NA,NA,NA,NA
"7829","0","0",NA,NA,NA,NA,NA,NA
"7830","0","0",NA,NA,NA,NA,NA,NA
"7831","0","0",NA,NA,NA,NA,NA,NA
"7832","0","0",NA,NA,NA,NA,NA,NA
"7833","0","0",NA,NA,NA,NA,NA,NA
"7834","0","0",NA,NA,NA,NA,NA,NA
"7835","0","0",NA,NA,NA,NA,NA,NA
"7836","0","0",NA,NA,NA,NA,NA,NA
"7837","0","0",NA,NA,NA,NA,NA,NA
"7838","0","0",NA,NA,NA,NA,NA,NA
"7839","0","0",NA,NA,NA,NA,NA,NA
"7840","0","0",NA,NA,NA,NA,NA,NA
"7841","0","0",NA,NA,NA,NA,NA,NA
"7842","0","0",NA,NA,NA,NA,NA,NA
"7843","0","0",NA,NA,NA,NA,NA,NA
"7844","0","0",NA,NA,NA,NA,NA,NA
"7845","0","0",NA,NA,NA,NA,NA,NA
"7846","0","0",NA,NA,NA,NA,NA,NA
"7847","0","0",NA,NA,NA,NA,NA,NA
"7848","0","0",NA,NA,NA,NA,NA,NA
"7849","0","0",NA,NA,NA,NA,NA,NA
